label,article
<IR>,"Luke didn't want to eat his vegetables, but his father told him to think about the poor, starving children in a third world country who don't have anything to eat."
<IR>,We shouldn’t put her in jail even if she stole billions of pesos. She is already too old to be locked up.
<IR>,"""I should receive an 'A' in this class. I had a tough week!"" Hadi begged"
<IR>,"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir."
<IR>,"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!” Demanded Aun."
<IR>,"Sarah wakes up one morning to find that she has just slept through her anatomy test. She emails her teacher and asks if she can make up the test. Sarah states that she deserves to take it over because she didn't sleep well because her boyfriend just broke up with her, her dog is sick and she stained her favorite dress. What fallacy is this?"
<IR>,"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”"
<IR>,We should give the other applicant the job because he has a poor family and he needs to provide for them. It looks like he suffers a lot!
<IR>,"If you write to Mrs. Roth and tell her: ""Mrs Roth, I know I haven't done any of the assignments, but I need a C anyway because I'm asking nicely and I'm good person, and I'm going to get in trouble if you don't."""
<IR>,"Saying that you support a specific candidate for class president, only because he has recently been diagnosed with cancer is an example of which fallacy?"
<IR>,"""I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I've had a cold, so it was really hard for me to study!"""
<IR>,It occurs when someone makes an appeal to emotion of pity instead of addressing the argument.
<IR>,You don’t have to do this. My grandmother is in the hospital. I need my salary to support her medication. She’s dying.
<IR>,Just give me a chance to prove it to you. I can’t live this life if you will leave me. My world will stop to turn around. I will not be able to eat nor drink.
<IR>,Won't you give the abandoned puppy a home?
<IR>,"""Sir, please let me take the exam. I was late because I need to cook our breakfast and wash the dishes."""
<IR>,"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X."""
<IR>,"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions."
<IR>,"""You cannot detain me. I am still grieving my cat's death."""
<IR>,"You really should support Senator Jones and his campaign to strengthen national defense. If you do not, he will lose control of the Armed Forces Committee and likely resign from politics."
<IR>,You've got to donate to the hockey team. They are helping build schools in Uganda. Imagine all of those poor and hungry kids there.
<IR>,a lifelong Republican who was against Obamacare until it saved his life.
<IR>,"I should receive an 'A' in this class. After all, if I don't get an 'A' I won't get the fellowship that I want."
<IR>,"I really deserve an “A” on this paper, professor.  Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years."
<IR>,"Ginger: Your dog just ran into our house and ransacked our kitchen!
Mary: He would never do that, look at how adorable he is with those puppy eyes!
"
<IR>,"Children should not go trick or treating, as there always
exists the possibility that someone could poison the treats."
<IR>,"If we don’t teach teens to work harder, the human race is doomed."
<IR>,"If you love your family, you'll buy this new stealth
security system."
<IR>,"Sometimes kids ride skateboards and fall off, breaking their arms or legs. Clearly, riding a skateboard is extremely dangerous. Don’t you think skateboards should be banned?"
<IR>,This is an example of what logic fallacy?
<IR>,"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family."
<IR>,A mother tells her children not to leave the yard because there might be wild animals in the woods.
<IR>,"Preys on people’s emotions and sensitivities, can turn into a slippery slope"
<IR>,"""If you don't turn in your homework, you will be getting a call home."
<IR>,"Claiming that ""If you elect him, the Dow Jones will tumble and you will lose all of your money!"" is an example of:"
<IR>,"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron. But remember, you have a family to feed. Besides you know how rumors of this kind of disloyalty can spread through the industry. You'll ever work as an accountant in this town again."
<IR>,"My family is this school's biggest donor so, you better think about that bad grade you gave me on my test."
<IR>,"""Politician X is going to strip away your right to free speech!"""
