updated_label,source_article
appeal to emotion,"The Department of Transportation needs to reconsider the speed limit proposals on interstate highways for the simple reason that if they do not, their departmental budget for the Department of Transportation will be cut by 25%."
appeal to emotion,"""I'd like to punch him in the face."" - Donald Trump (Feb. 2016, at a campaign rally, remarks directed at a protester who was being escorted out of the rally.)"
appeal to emotion,"Speaker 1: I'll never talk.
Speaker 2: We have ways of making you talk."
appeal to emotion,"In the race for mayor, Lara says a vote for her opponent will lead to you losing your job. What fallacy has she committed?"
appeal to emotion,"""Don't make me angry; you won't like me when I'm angry."""
appeal to emotion,Our gang will beat up anyone who doesn’t vote our way
appeal to emotion,"Melvin: Boss, why do I have to work weekends when nobody else in the company does?
Boss: Am I sensing insubordination?  I can find another employee very quickly, thanks to Craigslist, you know.
"
appeal to emotion,"Jordan: Dad, why do I have to spend my summer at Jesus camp?
Dad: Because if you don’t, you will spend your entire summer in your room with nothing but your Bible!
"
appeal to emotion,Aren't you tired of the political divisiveness in this country? Republicans know what they are talking about when it comes to immigration. Don't you agree?
appeal to emotion,"Jon: Why should I bother exercising while my spouse is on vacation stuffing her face with food.
"
appeal to emotion,"If there is objective morality, then good moral behavior will be rewarded after death.  I want to be rewarded; therefore, morality must be objective."
appeal to emotion,"If there is no objective morality, then all the bad people will not be punished for their bad behavior after death.  I don’t like that; therefore, morality must be objective."
appeal to emotion,"If there is no freewill, then we are not ultimately in control of our actions. If this is true, our entire system of justice would be seriously flawed. This would be very bad; therefore, freewill must exist."
appeal to emotion,"Evolution cannot be true. If it were true, we’d all be smelly apes."
appeal to emotion,"I believe that when we die, we will spend eternity reading books and learning more about writing composition. I am so comforted by this belief!"
appeal to emotion,"Jeannette has an upcoming exam in anatomy and physiology. It will cover the four chapters read and discussed over the last month. Jeannette hasn’t studied. Though there are well over 200 terms she will be expected to remember, Jeannette knows that her memory is great. She will remember the terms just from having heard them mentioned in class. After all, because of her excellent memory, she got through high school without studying. Despite her faith in her memory, her lack of studying results in an F on the exam."
appeal to emotion,I know in my heart of hearts that our home team will win the World Series.
appeal to emotion,"I believe that when we die, we are all given new, young, perfect bodies, and we spend eternity with those whom we love. I can’t imagine the point of life if it all just ends when we die!"
appeal to emotion,"Maria has been working at her current job for more than 30 years at the same wage. She desperately wants a raise so she approaches her boss to ask for one. She says, ""You are one of the kindest people I know. You are smart and good-looking and I really love your shoes."""
appeal to emotion,You should certainly be the one who washes the dishes -- you are just so good at it!
appeal to emotion,"Salesguy: You should definitely buy this car.  You look so good in it -- you look at least ten years younger behind that wheel.
Tamera: I’ll take it!
"
false dilemma,We either ban hairspray or the world will end.
false dilemma,"You need to go to the party with me, otherwise you’ll just be bored at home."
false dilemma,"""To get better schools, we have to raise taxes. If we don't, we can't have better schools."""
false dilemma,Presents only two choices when more options exist
false dilemma,"The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit"
false dilemma,"Either you decide that you can afford this stereo, or decide not to have music for a while"
false dilemma,Too much candy can cause cavities. You should avoid eating any candy unless you want cavities.
false dilemma,"Either you can save your money to buy a new car for yourself, or you can just take an Uber around for the rest of your life."
false dilemma,Either you text your friend or you don't have any fun at all.
